Id;Idade;Sexo;Estado Civil;Sinistros;Prêmio;Categoria;Desconto
1411;82;M;casado;6;898.0879229159963;Sênior;898.0879229159963
1412;84;F;solteiro;1;1013.6975784987142;Sênior;1013.6975784987142
1413;109;F;viuvo;3;745.7382288992738;Sênior;745.7382288992738
1414;79;M;solteiro;;969.0271089346819;Sênior;969.0271089346819
1415;30;M;divorciado;4;801.1068729054401;Jovem;801.1068729054401
1416;91;F;casado;;1099.8674515785988;Sênior;1099.8674515785988
1417;89;M;casado;6;1072.3012299885727;Sênior;1072.3012299885727
1418;101;F;casado;;488.25040069570883;Sênior;488.25040069570883
1419;65;F;divorciado;;1017.7221064780713;Sênior;1017.7221064780713
1420;74;M;divorciado;2;869.375349937021;Sênior;869.375349937021
1421;84;M;solteiro;3;1186.3224206952013;Sênior;1186.3224206952013
1422;27;F;viuvo;5;873.4332356147563;Jovem;873.4332356147563
1423;36;M;viuvo;1;948.844343636057;Adulto;948.844343636057
1424;45;M;viuvo;7;1100.176942971404;Adulto;1100.176942971404
1425;25;M;divorciado;5;908.3921002109661;Jovem;908.3921002109661
1426;94;M;divorciado;7;1294.8495226717432;Sênior;1294.8495226717432
1427;30;M;viuvo;2;920.8498570508998;Jovem;920.8498570508998
1428;46;F;viuvo;0;923.5083754135978;Sênior;831.1575378722381
1429;50;F;solteiro;4;777.7954710351662;Sênior;777.7954710351662
1430;88;F;casado;4;1090.1581566525747;Sênior;1090.1581566525747
1431;26;F;viuvo;;852.7806499612237;Jovem;852.7806499612237
1432;93;M;divorciado;;1225.5395224873305;Sênior;1225.5395224873305
1433;47;F;divorciado;1;851.1610188514244;Sênior;851.1610188514244
1434;108;F;divorciado;5;1129.0829417318002;Sênior;1129.0829417318002
1435;90;M;solteiro;5;917.6908285918455;Sênior;917.6908285918455
1436;103;F;divorciado;;925.6919513445963;Sênior;925.6919513445963
1437;55;M;solteiro;3;1321.930484645926;Sênior;1321.930484645926
1438;50;F;solteiro;0;1035.4648587801462;Sênior;931.9183729021316
1439;101;F;divorciado;6;950.2686337612943;Sênior;950.2686337612943
1440;29;F;viuvo;0;944.4632753290217;Jovem;897.2401115625706
1441;34;M;solteiro;;1189.9239079592687;Adulto;1189.9239079592687
1442;84;F;divorciado;4;945.6529128646083;Sênior;945.6529128646083
1443;22;F;viuvo;;1002.0652521017398;Jovem;1002.0652521017398
1444;38;F;solteiro;;1230.761154095661;Adulto;1230.761154095661
1445;78;F;divorciado;4;886.2971739130687;Sênior;886.2971739130687
1446;36;M;viuvo;4;857.5897480997257;Adulto;857.5897480997257
1447;88;M;viuvo;7;1158.9659427841113;Sênior;1158.9659427841113
1448;78;M;viuvo;6;952.6973233437517;Sênior;952.6973233437517
1449;61;M;viuvo;3;834.6915835398776;Sênior;834.6915835398776
1450;77;M;casado;;796.1046324009054;Sênior;796.1046324009054
1451;106;F;casado;;1025.0716305662036;Sênior;1025.0716305662036
1452;66;M;solteiro;7;994.6748462048904;Sênior;994.6748462048904
1453;87;M;viuvo;5;846.3421518218333;Sênior;846.3421518218333
1454;105;M;divorciado;1;985.5725384683379;Sênior;985.5725384683379
1455;106;F;casado;6;1426.6306379986704;Sênior;1426.6306379986704
1456;67;F;casado;3;1446.3820654353055;Sênior;1446.3820654353055
1457;108;M;divorciado;1;1210.0271305797269;Sênior;1210.0271305797269
1458;71;M;solteiro;1;720.8584725430071;Sênior;720.8584725430071
1459;26;F;divorciado;1;808.1081985072732;Jovem;808.1081985072732
1460;95;F;viuvo;2;1042.460691916637;Sênior;1042.460691916637
1461;53;F;solteiro;2;1417.6154335178474;Sênior;1417.6154335178474
1462;79;M;divorciado;6;837.77021097753;Sênior;837.77021097753
1463;44;M;viuvo;6;1095.410036124392;Adulto;1095.410036124392
1464;86;F;viuvo;2;998.877742868854;Sênior;998.877742868854
1465;85;M;viuvo;0;1209.502310960145;Sênior;1088.5520798641305
1466;103;M;casado;4;742.280656772182;Sênior;742.280656772182
1467;105;M;divorciado;1;725.5773392995316;Sênior;725.5773392995316
1468;63;M;casado;;986.6649926217979;Sênior;986.6649926217979
1469;96;F;solteiro;1;964.6829150504182;Sênior;964.6829150504182
1470;92;F;casado;;801.9752450112265;Sênior;801.9752450112265
1471;77;F;viuvo;2;992.9690924232702;Sênior;992.9690924232702
1472;84;F;divorciado;6;1064.8789456488812;Sênior;1064.8789456488812
1473;29;M;viuvo;2;1418.6465615529396;Jovem;1418.6465615529396
1474;91;M;casado;6;1235.8834127787827;Sênior;1235.8834127787827
1475;74;F;divorciado;3;698.367750084532;Sênior;698.367750084532
1476;57;M;solteiro;7;1190.0452567646034;Sênior;1190.0452567646034
1477;97;F;casado;3;1021.3339900932091;Sênior;1021.3339900932091
1478;28;F;solteiro;2;518.9822026567115;Jovem;518.9822026567115
1479;62;F;casado;1;903.3062512771163;Sênior;903.3062512771163
1480;75;M;solteiro;;997.9449037229027;Sênior;997.9449037229027
1481;21;F;viuvo;2;1198.1800128404614;Jovem;1198.1800128404614
1482;36;M;solteiro;1;968.6707689602755;Adulto;968.6707689602755
1483;90;M;solteiro;7;967.9940337690113;Sênior;967.9940337690113
1484;40;M;casado;3;1116.027306127494;Adulto;1116.027306127494
1485;102;F;divorciado;0;1097.1073660310508;Sênior;987.3966294279458
1486;75;F;casado;3;1194.7143859928274;Sênior;1194.7143859928274
1487;57;F;divorciado;4;867.5755466374337;Sênior;867.5755466374337
1488;45;M;solteiro;6;966.2296296022569;Adulto;966.2296296022569
1489;53;M;solteiro;6;1163.3835663798584;Sênior;1163.3835663798584
1490;29;F;viuvo;;1124.2212296164516;Jovem;1124.2212296164516
1491;97;F;viuvo;5;734.0142943918181;Sênior;734.0142943918181
1492;27;M;divorciado;6;1038.7766514048972;Jovem;1038.7766514048972
1493;55;M;solteiro;;719.6563947141397;Sênior;719.6563947141397
1494;85;F;divorciado;2;653.2646430616137;Sênior;653.2646430616137
1495;44;F;casado;7;783.4697140514253;Adulto;783.4697140514253
1496;75;M;viuvo;1;1165.2848770757869;Sênior;1165.2848770757869
1497;83;F;casado;5;921.7402140261045;Sênior;921.7402140261045
1498;101;F;solteiro;5;931.7511838939147;Sênior;931.7511838939147
1499;67;F;casado;4;1072.987347947023;Sênior;1072.987347947023
1500;91;F;divorciado;1;977.5695884345716;Sênior;977.5695884345716
1501;51;M;solteiro;2;1020.441408990732;Sênior;1020.441408990732
1502;50;F;solteiro;6;972.9975571112243;Sênior;972.9975571112243
1503;76;M;viuvo;7;906.2296083512405;Sênior;906.2296083512405
1504;80;F;divorciado;3;1144.0673348376176;Sênior;1144.0673348376176
1505;92;M;divorciado;;949.1035709608814;Sênior;949.1035709608814
1506;101;F;viuvo;6;1008.8361043972742;Sênior;1008.8361043972742
1507;94;M;casado;4;1162.3220827503771;Sênior;1162.3220827503771
1508;90;F;casado;2;859.5920892674075;Sênior;859.5920892674075
1509;78;F;solteiro;5;1017.974908837525;Sênior;1017.974908837525
1510;47;M;divorciado;7;888.1537399268487;Sênior;888.1537399268487
1511;103;M;viuvo;1;1090.6656545937055;Sênior;1090.6656545937055
1512;70;F;casado;7;1297.416729490237;Sênior;1297.416729490237
1513;34;F;divorciado;7;997.5483592092709;Adulto;997.5483592092709
1514;89;F;casado;5;812.5127810764322;Sênior;812.5127810764322
1515;106;F;casado;6;778.496669247442;Sênior;778.496669247442
1516;102;M;casado;3;1164.7048306396284;Sênior;1164.7048306396284
1517;56;M;solteiro;;950.8507281745103;Sênior;950.8507281745103
1518;42;M;solteiro;2;1214.727450923644;Adulto;1214.727450923644
1519;51;F;solteiro;1;925.7851353126388;Sênior;925.7851353126388
1520;33;M;casado;4;1019.9818770148999;Adulto;1019.9818770148999
1521;88;M;divorciado;5;1023.9827264365952;Sênior;1023.9827264365952
1522;37;F;casado;0;806.5797390739668;Adulto;725.9217651665701
1523;80;M;solteiro;2;729.3663429124585;Sênior;729.3663429124585
1524;94;M;casado;2;928.2885952297822;Sênior;928.2885952297822
1525;108;M;solteiro;7;1121.5828950235923;Sênior;1121.5828950235923
1526;39;M;casado;2;1112.9477102776607;Adulto;1112.9477102776607
1527;77;M;viuvo;6;1251.2099743721458;Sênior;1251.2099743721458
1528;36;F;viuvo;;1192.3233029636579;Adulto;1192.3233029636579
1529;71;M;viuvo;3;1138.650570265875;Sênior;1138.650570265875
1530;36;F;solteiro;1;1039.5049586643247;Adulto;1039.5049586643247
1531;102;M;divorciado;1;1344.3379288557953;Sênior;1344.3379288557953
1532;71;M;casado;1;954.2555538427576;Sênior;954.2555538427576
1533;88;M;viuvo;5;671.8438385789841;Sênior;671.8438385789841
1534;39;F;casado;;1401.9982882814759;Adulto;1401.9982882814759
1535;36;M;divorciado;;1168.4319561365273;Adulto;1168.4319561365273
1536;68;F;solteiro;5;1069.262096313575;Sênior;1069.262096313575
1537;28;F;casado;4;1094.532924786001;Jovem;1094.532924786001
1538;56;M;casado;0;958.1221636118222;Sênior;862.30994725064
1539;46;F;solteiro;2;1111.8930164449027;Sênior;1111.8930164449027
1540;28;M;casado;6;989.306375891902;Jovem;989.306375891902
1541;65;F;divorciado;;959.8774210429632;Sênior;959.8774210429632
1542;57;M;divorciado;;918.7991916932251;Sênior;918.7991916932251
1543;54;M;casado;3;1096.8551724613324;Sênior;1096.8551724613324
1544;100;M;viuvo;1;896.5107203214834;Sênior;896.5107203214834
1545;51;M;casado;0;1150.844171352964;Sênior;1035.7597542176675
1546;71;M;divorciado;6;945.9797492596346;Sênior;945.9797492596346
1547;35;F;divorciado;;1124.5762338371064;Adulto;1124.5762338371064
1548;106;F;solteiro;4;1132.192137242274;Sênior;1132.192137242274
1549;37;F;casado;3;626.7407583369925;Adulto;626.7407583369925
1550;86;M;solteiro;1;977.3390661543109;Sênior;977.3390661543109
1551;28;M;solteiro;1;1140.7689471708436;Jovem;1140.7689471708436
1552;42;F;casado;2;902.5779210587424;Adulto;902.5779210587424
1553;42;M;divorciado;2;1218.4456705663665;Adulto;1218.4456705663665
1554;38;M;casado;6;1020.5557954846327;Adulto;1020.5557954846327
1555;107;M;casado;5;1257.0538090435332;Sênior;1257.0538090435332
1556;83;M;viuvo;;1056.0264666827497;Sênior;1056.0264666827497
1557;93;M;viuvo;1;748.4996354068847;Sênior;748.4996354068847
1558;103;M;divorciado;7;1218.6208122670394;Sênior;1218.6208122670394
1559;54;F;divorciado;2;439.34907893091054;Sênior;439.34907893091054
1560;57;M;divorciado;4;1031.1955809656906;Sênior;1031.1955809656906
1561;102;M;casado;3;1091.6034847218807;Sênior;1091.6034847218807
1562;77;M;viuvo;1;1120.9999783427315;Sênior;1120.9999783427315
1563;20;M;divorciado;5;1210.6228968527355;Jovem;1210.6228968527355
1564;45;F;viuvo;;1266.5660654822225;Adulto;1266.5660654822225
1565;21;F;divorciado;7;1690.8273809108114;Jovem;1690.8273809108114
1566;91;M;solteiro;2;1231.7473957235602;Sênior;1231.7473957235602
1567;46;M;casado;2;991.3113327255469;Sênior;991.3113327255469
1568;100;F;solteiro;6;1059.482168395506;Sênior;1059.482168395506
1569;20;M;viuvo;4;911.92135834023;Jovem;911.92135834023
1570;42;F;viuvo;3;724.0795060384236;Adulto;724.0795060384236
1571;89;F;casado;6;822.3568942918632;Sênior;822.3568942918632
1572;55;F;divorciado;;914.5750075318097;Sênior;914.5750075318097
1573;68;F;casado;2;1047.2984856805413;Sênior;1047.2984856805413
1574;83;F;divorciado;1;1092.1588400164387;Sênior;1092.1588400164387
1575;47;F;divorciado;0;1278.6821957342777;Sênior;1150.81397616085
1576;26;F;viuvo;2;691.3835851585567;Jovem;691.3835851585567
1577;39;M;viuvo;5;1074.3588862126308;Adulto;1074.3588862126308
1578;32;F;viuvo;0;1308.1002263436067;Adulto;1177.290203709246
1579;99;M;casado;1;932.6047115206901;Sênior;932.6047115206901
1580;72;F;viuvo;2;1038.8208197774552;Sênior;1038.8208197774552
1581;50;F;solteiro;6;963.4594504195;Sênior;963.4594504195
1582;37;M;casado;3;942.6228986692952;Adulto;942.6228986692952
1583;64;M;divorciado;2;1124.3610237599335;Sênior;1124.3610237599335
1584;74;M;divorciado;3;1137.786527417117;Sênior;1137.786527417117
1585;67;M;divorciado;5;1032.5757749159998;Sênior;1032.5757749159998
1586;102;F;viuvo;2;1241.2944469280667;Sênior;1241.2944469280667
1587;31;M;casado;1;1208.1122194845739;Adulto;1208.1122194845739
1588;60;M;divorciado;2;1047.0039079103817;Sênior;1047.0039079103817
1589;42;M;solteiro;;1173.278876920336;Adulto;1173.278876920336
1590;18;M;casado;7;1060.5087457705595;Jovem;1060.5087457705595
1591;65;F;casado;7;946.3134272946469;Sênior;946.3134272946469
1592;53;F;casado;0;630.0853079996817;Sênior;567.0767771997135
1593;70;F;casado;;1065.3984806228996;Sênior;1065.3984806228996
1594;106;M;viuvo;4;900.6157875585026;Sênior;900.6157875585026
1595;105;F;viuvo;6;640.6533118192046;Sênior;640.6533118192046
1596;87;M;viuvo;0;1019.8389188284989;Sênior;917.855026945649
1597;55;M;divorciado;2;994.8092664051671;Sênior;994.8092664051671
1598;49;F;divorciado;7;896.2102555861273;Sênior;896.2102555861273
1599;80;F;casado;5;835.6705795083944;Sênior;835.6705795083944
1600;49;F;viuvo;;756.5652211837615;Sênior;756.5652211837615
1601;75;F;viuvo;4;1254.7353475508908;Sênior;1254.7353475508908
1602;53;M;viuvo;5;964.0097121560572;Sênior;964.0097121560572
1603;22;M;viuvo;7;1074.865017743165;Jovem;1074.865017743165
1604;28;M;casado;6;1101.5516078505939;Jovem;1101.5516078505939
1605;61;M;solteiro;1;1314.9994368636276;Sênior;1314.9994368636276
1606;77;M;casado;4;876.8890688238275;Sênior;876.8890688238275
1607;34;F;casado;;986.0046103966191;Adulto;986.0046103966191
1608;37;F;casado;1;1136.0419320887836;Adulto;1136.0419320887836
1609;55;M;divorciado;4;1652.432195422673;Sênior;1652.432195422673
1610;88;M;viuvo;3;1119.2207582001934;Sênior;1119.2207582001934
1611;94;F;viuvo;3;996.3469112787316;Sênior;996.3469112787316
1612;102;F;solteiro;4;988.5847170109993;Sênior;988.5847170109993
1613;39;F;viuvo;0;999.8595889584626;Adulto;899.8736300626164
1614;32;F;viuvo;7;1041.8625409819272;Adulto;1041.8625409819272
1615;97;M;divorciado;7;1146.6149092300732;Sênior;1146.6149092300732
1616;86;M;divorciado;6;731.2878718480025;Sênior;731.2878718480025
1617;80;F;casado;5;978.2193960112327;Sênior;978.2193960112327
1618;35;F;divorciado;1;987.2314379299016;Adulto;987.2314379299016
1619;87;M;divorciado;2;884.2886458839153;Sênior;884.2886458839153
1620;20;M;divorciado;4;1077.8685991603002;Jovem;1077.8685991603002
1621;106;M;divorciado;2;1003.8665681673224;Sênior;1003.8665681673224
1622;24;M;viuvo;7;1333.072055365286;Jovem;1333.072055365286
1623;50;M;viuvo;0;1002.1870445026851;Sênior;901.9683400524166
1624;81;M;casado;5;824.5944013750011;Sênior;824.5944013750011
1625;89;M;solteiro;3;683.5428265674398;Sênior;683.5428265674398
1626;72;M;divorciado;6;1139.7049755899016;Sênior;1139.7049755899016
1627;45;F;casado;7;1165.0339203190972;Adulto;1165.0339203190972
1628;24;M;casado;2;790.2662922099189;Jovem;790.2662922099189
1629;108;M;viuvo;2;1055.1522655480394;Sênior;1055.1522655480394
1630;35;F;casado;7;838.9691109281803;Adulto;838.9691109281803
1631;25;M;casado;4;945.9501501358236;Jovem;945.9501501358236
1632;45;F;viuvo;3;969.7716993096824;Adulto;969.7716993096824
1633;85;F;viuvo;1;1246.7805924958639;Sênior;1246.7805924958639
1634;98;M;solteiro;6;725.0639377331263;Sênior;725.0639377331263
1635;28;F;divorciado;7;940.2741664236858;Jovem;940.2741664236858
1636;101;F;solteiro;5;921.1635539547552;Sênior;921.1635539547552
1637;99;M;divorciado;2;864.6729864724016;Sênior;864.6729864724016
1638;49;F;solteiro;0;902.8655975812678;Sênior;812.5790378231411
1639;107;F;solteiro;5;683.3784644879681;Sênior;683.3784644879681
1640;50;M;divorciado;3;587.7685158955601;Sênior;587.7685158955601
1641;88;M;viuvo;5;899.5231094477722;Sênior;899.5231094477722
1642;21;M;viuvo;3;1126.2196754446836;Jovem;1126.2196754446836
1643;20;F;divorciado;3;1082.3534398827437;Jovem;1082.3534398827437
1644;31;F;viuvo;1;1233.9679067903398;Adulto;1233.9679067903398
1645;108;F;solteiro;0;938.9230515689263;Sênior;845.0307464120337
1646;101;F;viuvo;3;972.0461476530254;Sênior;972.0461476530254
1647;95;M;viuvo;;790.0560496412862;Sênior;790.0560496412862
1648;102;F;solteiro;3;999.1103583329768;Sênior;999.1103583329768
1649;89;F;viuvo;3;1007.5816167660477;Sênior;1007.5816167660477
1650;82;M;casado;5;695.0468942426475;Sênior;695.0468942426475
1651;85;M;divorciado;1;985.717313263531;Sênior;985.717313263531
1652;48;F;divorciado;0;1018.9651615959466;Sênior;917.068645436352
1653;48;M;solteiro;5;1116.0095648353843;Sênior;1116.0095648353843
1654;53;M;divorciado;;855.0700147240667;Sênior;855.0700147240667
1655;56;F;viuvo;3;991.0363885862319;Sênior;991.0363885862319
1656;68;M;viuvo;5;1064.6541210392647;Sênior;1064.6541210392647
1657;89;M;viuvo;4;605.1817558818127;Sênior;605.1817558818127
1658;72;M;casado;1;1073.9260823825246;Sênior;1073.9260823825246
1659;20;F;solteiro;;945.9428808947027;Jovem;945.9428808947027
1660;54;M;casado;4;743.9043939985083;Sênior;743.9043939985083
1661;76;M;viuvo;6;687.1987639588123;Sênior;687.1987639588123
1662;64;F;viuvo;0;905.0816307988673;Sênior;814.5734677189806
1663;67;M;viuvo;7;977.1114756706556;Sênior;977.1114756706556
1664;106;F;solteiro;7;1169.0063501689585;Sênior;1169.0063501689585
1665;21;F;casado;6;1067.3782415508458;Jovem;1067.3782415508458
1666;30;F;solteiro;4;555.0812457633272;Jovem;555.0812457633272
1667;33;M;divorciado;7;865.3741698938212;Adulto;865.3741698938212
1668;56;M;divorciado;7;1164.02267574928;Sênior;1164.02267574928
1669;51;F;viuvo;;721.0892685151607;Sênior;721.0892685151607
1670;28;F;viuvo;0;754.0252142581165;Jovem;716.3239535452107
1671;20;M;solteiro;6;744.2845736530683;Jovem;744.2845736530683
1672;97;M;viuvo;1;993.338766344119;Sênior;993.338766344119
1673;19;F;casado;4;1121.7621025490225;Jovem;1121.7621025490225
1674;100;M;casado;6;1346.4213998955747;Sênior;1346.4213998955747
1675;78;F;viuvo;0;1197.5575263171154;Sênior;1077.801773685404
1676;49;F;casado;5;789.0071292241869;Sênior;789.0071292241869
1677;77;M;solteiro;6;886.3948057821615;Sênior;886.3948057821615
1678;104;M;casado;3;1154.6178713474726;Sênior;1154.6178713474726
1679;51;M;solteiro;7;1090.4237281426126;Sênior;1090.4237281426126
1680;29;M;viuvo;;1360.626167655385;Jovem;1360.626167655385
1681;43;F;viuvo;0;761.1686908829591;Adulto;685.0518217946633
1682;105;M;solteiro;7;1220.5605813276816;Sênior;1220.5605813276816
1683;101;M;casado;0;1004.2333653193507;Sênior;903.8100287874156
1684;76;F;solteiro;5;1430.972550463247;Sênior;1430.972550463247
1685;48;M;viuvo;5;1072.1112177048665;Sênior;1072.1112177048665
1686;109;F;solteiro;7;1258.8173849399413;Sênior;1258.8173849399413
1687;72;M;solteiro;3;979.8752494386113;Sênior;979.8752494386113
1688;37;M;casado;3;607.9770801789177;Adulto;607.9770801789177
1689;31;M;casado;;886.2538822128131;Adulto;886.2538822128131
1690;101;F;divorciado;2;620.0038370831026;Sênior;620.0038370831026
1691;53;M;divorciado;7;751.6278203737488;Sênior;751.6278203737488
1692;101;F;viuvo;;825.259514840807;Sênior;825.259514840807
1693;108;F;casado;6;1027.4941355505264;Sênior;1027.4941355505264
1694;27;M;solteiro;4;1067.6613612401075;Jovem;1067.6613612401075
1695;84;M;divorciado;2;1185.1666632129143;Sênior;1185.1666632129143
1696;75;F;viuvo;2;1264.5605350437502;Sênior;1264.5605350437502
1697;24;M;viuvo;5;573.0105120011331;Jovem;573.0105120011331
1698;90;M;divorciado;7;890.3268579382536;Sênior;890.3268579382536
1699;80;F;divorciado;7;1276.6818191154962;Sênior;1276.6818191154962
1700;61;M;solteiro;2;873.9559791322765;Sênior;873.9559791322765
1701;52;F;casado;6;515.9969452159096;Sênior;515.9969452159096
1702;53;M;casado;2;1157.6761321349495;Sênior;1157.6761321349495
1703;54;F;casado;;1031.675851869835;Sênior;1031.675851869835
1704;32;F;solteiro;5;1177.8673271073826;Adulto;1177.8673271073826
1705;93;M;viuvo;3;1150.064662078618;Sênior;1150.064662078618
1706;73;F;solteiro;3;985.5481913904053;Sênior;985.5481913904053
1707;84;F;divorciado;7;976.5422172655012;Sênior;976.5422172655012
1708;101;M;solteiro;2;1019.4347529215247;Sênior;1019.4347529215247
1709;44;F;solteiro;7;800.8683395838347;Adulto;800.8683395838347
1710;38;F;viuvo;4;1008.8735451816125;Adulto;1008.8735451816125
1711;78;F;solteiro;0;950.6846182205613;Sênior;855.6161563985053
1712;42;M;divorciado;0;959.2764451251348;Adulto;863.3488006126214
1713;70;F;divorciado;;1001.6432198463937;Sênior;1001.6432198463937
1714;69;F;divorciado;7;1110.0778813149502;Sênior;1110.0778813149502
1715;31;F;divorciado;;1019.2120368970848;Adulto;1019.2120368970848
1716;31;F;divorciado;4;899.8652886646088;Adulto;899.8652886646088
1717;72;M;divorciado;1;927.181980577285;Sênior;927.181980577285
1718;60;F;casado;5;808.9093591430287;Sênior;808.9093591430287
1719;51;M;solteiro;5;931.4781001999404;Sênior;931.4781001999404
1720;29;M;casado;0;1096.9070261215472;Jovem;1042.0616748154698
1721;76;M;solteiro;2;1082.3880918928555;Sênior;1082.3880918928555
1722;106;F;casado;1;1048.1201931284124;Sênior;1048.1201931284124
1723;22;F;solteiro;2;1275.8596220239808;Jovem;1275.8596220239808
1724;96;F;divorciado;2;1226.7397397132481;Sênior;1226.7397397132481
1725;103;F;casado;4;960.5009865295838;Sênior;960.5009865295838
1726;77;F;casado;3;935.0315096390455;Sênior;935.0315096390455
1727;22;F;solteiro;7;886.8610621967201;Jovem;886.8610621967201
1728;72;F;divorciado;1;1222.8280343236281;Sênior;1222.8280343236281
1729;32;M;casado;7;574.6943478074127;Adulto;574.6943478074127
1730;41;F;viuvo;0;1123.0974199591121;Adulto;1010.787677963201
1731;30;M;solteiro;7;881.169197824169;Jovem;881.169197824169
1732;93;F;divorciado;3;1135.7357651934346;Sênior;1135.7357651934346
1733;34;F;divorciado;4;963.1653982543367;Adulto;963.1653982543367
1734;102;M;solteiro;4;1137.8291276428743;Sênior;1137.8291276428743
1735;30;M;solteiro;5;1029.008878520535;Jovem;1029.008878520535
1736;90;M;viuvo;;955.714231054529;Sênior;955.714231054529
1737;57;F;divorciado;7;951.9034036505343;Sênior;951.9034036505343
1738;70;M;solteiro;4;989.397309654538;Sênior;989.397309654538
1739;23;M;viuvo;;777.2478729071664;Jovem;777.2478729071664
1740;71;M;casado;;964.0418520705512;Sênior;964.0418520705512
1741;39;F;casado;4;1030.0968851527289;Adulto;1030.0968851527289
1742;38;F;solteiro;2;1136.4084003263597;Adulto;1136.4084003263597
1743;91;M;solteiro;2;1355.8738255760245;Sênior;1355.8738255760245
1744;85;M;casado;3;955.3513480519738;Sênior;955.3513480519738
1745;100;M;solteiro;3;774.8572695243281;Sênior;774.8572695243281
1746;45;F;viuvo;4;1111.4830165943522;Adulto;1111.4830165943522
1747;86;M;solteiro;2;981.7755661637678;Sênior;981.7755661637678
1748;57;M;solteiro;1;1107.7612712946373;Sênior;1107.7612712946373
1749;105;M;divorciado;2;910.8985525622353;Sênior;910.8985525622353
1750;31;F;casado;0;1077.7822101631675;Adulto;970.0039891468508
1751;50;M;viuvo;0;1469.3657870110685;Sênior;1322.4292083099617
1752;40;M;viuvo;;1268.5318135993532;Adulto;1268.5318135993532
1753;108;F;viuvo;7;1035.2191102667866;Sênior;1035.2191102667866
1754;87;M;solteiro;;1042.5075042294327;Sênior;1042.5075042294327
1755;98;M;divorciado;7;988.6158682844356;Sênior;988.6158682844356
1756;22;M;viuvo;5;660.842228553341;Jovem;660.842228553341
1757;61;F;viuvo;;1213.0508445860714;Sênior;1213.0508445860714
1758;38;M;divorciado;;723.6590132552918;Adulto;723.6590132552918
1759;105;F;viuvo;3;947.3575687223619;Sênior;947.3575687223619
1760;62;M;divorciado;3;1163.6883513643256;Sênior;1163.6883513643256
1761;58;M;solteiro;2;1198.979729342283;Sênior;1198.979729342283
1762;54;M;viuvo;1;1645.765644411648;Sênior;1645.765644411648
1763;84;M;casado;7;904.1952277595509;Sênior;904.1952277595509
1764;53;F;viuvo;6;1245.3286647789869;Sênior;1245.3286647789869
1765;93;M;casado;1;1083.763118457039;Sênior;1083.763118457039
1766;35;M;casado;2;700.8031333195665;Adulto;700.8031333195665
1767;97;F;viuvo;5;646.2122537513523;Sênior;646.2122537513523
1768;30;M;solteiro;5;1007.5960081101579;Jovem;1007.5960081101579
1769;23;M;viuvo;1;1361.2781965722686;Jovem;1361.2781965722686
1770;61;F;solteiro;6;825.0130565785767;Sênior;825.0130565785767
1771;42;F;solteiro;2;1143.7377113171922;Adulto;1143.7377113171922
1772;47;M;casado;2;1262.2318376904905;Sênior;1262.2318376904905
1773;60;F;casado;3;934.826291130715;Sênior;934.826291130715
1774;102;M;casado;;1096.484502583653;Sênior;1096.484502583653
1775;60;M;solteiro;5;1040.0120352718848;Sênior;1040.0120352718848
1776;40;F;divorciado;0;870.968073266673;Adulto;783.8712659400056
1777;18;F;viuvo;7;996.3841554279956;Jovem;996.3841554279956
1778;57;M;casado;5;978.8235511639291;Sênior;978.8235511639291
1779;36;F;solteiro;6;1202.9126245000894;Adulto;1202.9126245000894
1780;93;M;divorciado;5;903.5053839416108;Sênior;903.5053839416108
1781;86;F;viuvo;6;1375.5110759809456;Sênior;1375.5110759809456
1782;25;F;solteiro;4;1055.5775949041933;Jovem;1055.5775949041933
1783;30;F;solteiro;4;829.5396416325341;Jovem;829.5396416325341
1784;80;M;solteiro;0;880.7007320792123;Sênior;792.6306588712911
1785;101;M;viuvo;2;643.2115964790419;Sênior;643.2115964790419
1786;36;M;casado;0;1095.7837696456145;Adulto;986.205392681053
1787;61;M;solteiro;0;842.9205362173115;Sênior;758.6284825955803
1788;35;F;viuvo;0;1300.5253823767912;Adulto;1170.472844139112
1789;91;M;viuvo;1;734.7340756191568;Sênior;734.7340756191568
1790;48;M;divorciado;7;787.0755095437037;Sênior;787.0755095437037
1791;104;F;casado;6;689.34132605162;Sênior;689.34132605162
1792;30;M;solteiro;3;822.2181022135942;Jovem;822.2181022135942
1793;59;F;casado;3;1001.0022113618493;Sênior;1001.0022113618493
1794;29;M;casado;1;1101.9841682584758;Jovem;1101.9841682584758
1795;92;M;casado;6;1154.0946087334512;Sênior;1154.0946087334512
1796;71;M;viuvo;3;1105.121796573487;Sênior;1105.121796573487
1797;98;M;solteiro;5;1154.9131849762257;Sênior;1154.9131849762257
1798;85;F;divorciado;1;742.4606210501872;Sênior;742.4606210501872
1799;91;F;casado;2;1187.4849404942483;Sênior;1187.4849404942483
1800;81;F;casado;6;1015.6381120437427;Sênior;1015.6381120437427
1801;25;F;viuvo;4;861.8731713010656;Jovem;861.8731713010656
1802;45;M;solteiro;4;994.1380641672984;Adulto;994.1380641672984
1803;43;M;casado;2;814.7787766477155;Adulto;814.7787766477155
1804;83;M;divorciado;5;940.7296839747819;Sênior;940.7296839747819
1805;20;F;solteiro;0;1125.7986583177992;Jovem;1069.5087254019093
1806;19;F;viuvo;5;845.8761440446003;Jovem;845.8761440446003
1807;109;M;casado;2;1066.2643534413212;Sênior;1066.2643534413212
1808;105;M;solteiro;2;1232.50717932779;Sênior;1232.50717932779
